director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,movie_site
Paul Feig,Anna Kendrick,Blake Lively,Henry Golding,Crime Comedy Mystery Drama Thriller,a simple favor,6.6,https://www.imdb.com/title/tt7040874/
Richard Eyre,Emma Thompson,Stanley Tucci,Fionn Whitehead,Drama,the children act,6.6,https://www.imdb.com/title/tt6040662/
Craig William Macneill,Chloýýýýýýýý Sevigny,Kristen Stewart,Jay Huguley,Crime Drama Thriller,lizzie,6.1,https://www.imdb.com/title/tt5160938/
Harold Cronk,Samuel Hunt,Merritt Patterson,Vanessa Bell Calloway,Drama,unbroken: path to redemption,6.6,https://www.imdb.com/title/tt7339792/
Eli Roth,Jack Black,Cate Blanchett,Owen Vaccaro,Fantasy Family Comedy,the house with a clock in its walls,6.3,https://www.imdb.com/title/tt2119543/
Dan Fogelman,Oscar Isaac,Olivia Wilde,Mandy Patinkin,Drama Romance,life itself,7.2,https://www.imdb.com/title/tt5989218/
Jacques Audiard,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,Western Drama Adventure,the sisters brothers,6.9,https://www.imdb.com/title/tt4971344/
Sam Levinson,Odessa Young,Suki Waterhouse,Hari Nef,Thriller Comedy Horror,assassination nation,6.3,https://www.imdb.com/title/tt6205872/
Wash Westmoreland,Keira Knightley,Dominic West,unknown,Drama History,colette,7,https://www.imdb.com/title/tt5437928/
Michael Moore,Michael Moore (director/screenplay),unknown,unknown,Documentary,fahrenheit 11/9,7.2,https://www.imdb.com/title/tt8632862/
Christian Carion,Guillaume Canet,Melanie Laurent,unknown,Crime Drama Thriller,my son,6.2,https://www.imdb.com/title/tt6293032/
Lisa Dapolito,Lisa Dapolito (director); Gilda Radner,unknown,unknown,Documentary,"love, gilda",7.3,https://www.imdb.com/title/tt5424228/
Kenji Nagasaki,Justin Briner,Christopher R. Sabat,Clifford Chapin,Animation Action Comedy Fantasy Adventure,my hero academia: two heroes,8.1,https://www.imdb.com/title/tt7745068/
Karey Kirkpatrick,Channing Tatum,James Corden,Zendaya,Animation Family Adventure Fantasy,smallfoot,6.8,https://www.imdb.com/title/tt6182908/
Malcolm D. Lee,Kevin Hart,Tiffany Haddish,Rob Riggle,Comedy,night school,6.2,https://www.imdb.com/title/tt6781982/
David Lowery,Robert Redford,Casey Affleck,Danny Glover,Comedy Crime Drama,the old man & the gun,6.4,https://www.imdb.com/title/tt2837574/
Gregory Plotkin,Bex Taylor-Klaus,Amy Forsyth,Reign Edwards,Horror,hell fest,5.6,https://www.imdb.com/title/tt1999890/
Dave Christiano,Nicholas X. Parsons,Patty Duke,Michael Gross,,power of the air,,https://www.imdb.com/title/tt3554938/
Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,Science Fiction Action,venom,6.7,https://www.imdb.com/title/tt1270797/
Bradley Cooper,Bradley Cooper,Lady Gaga,Sam Elliott,Drama Romance Music,a star is born,7.5,https://www.imdb.com/title/tt1517451/
George Tillman Jr.,Amandla Stenberg,Regina Hall,Russell Hornsby,Crime Drama,the hate u give,8.3,https://www.imdb.com/title/tt5580266/
Rupert Everett,Rupert Everett,Colin Firth,Colin Morgan,Drama,the happy prince,6.6,https://www.imdb.com/title/tt2404639/
Damien Chazelle,Ryan Gosling,Claire Foy,Jason Clarke,History Drama,first man,7.1,https://www.imdb.com/title/tt1213641/
Drew Goddard,Jeff Bridges,Cynthia Erivo,Dakota Johnson,Thriller Drama Mystery,bad times at the el royale,6.8,https://www.imdb.com/title/tt6628394/
Ari Sandel,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,Adventure Comedy Fantasy Family Horror,goosebumps 2: haunted halloween,6,https://www.imdb.com/title/tt5664636/
Felix van Groeningen,Steve Carell,Timothýýýýýýýýe Chalamet,Maura Tierney,Drama,beautiful boy,7.5,https://www.imdb.com/title/tt1226837/
Ike Barinholtz,Ike Barinholtz,Tiffany Haddish,Nora Dunn,Comedy,the oath,5.7,https://www.imdb.com/title/tt7461200/
Nick Searcy, Earl Billings,Dean Cain,Sarah Jane Morris,Drama Crime,gosnell: the trial of america's biggest serial killer,5.9,https://www.imdb.com/title/tt3722234/
David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,Animation Family Mystery Comedy Crime,halloween,7.9,https://www.imdb.com/title/tt1502407/
Marielle Heller,Melissa McCarthy,Richard E. Grant,unknown,Drama Crime Comedy,can you ever forgive me?,6.8,https://www.imdb.com/title/tt4595882/
Jonah Hill,Sunny Suljic,Lucas Hedges,Katherine Waterston,Drama,mid90s,7.5,https://www.imdb.com/title/tt5613484/
Paul Dano,Carey Mulligan,Jake Gyllenhaal,Ed Oxenbould,Drama,wildlife,6.8,https://www.imdb.com/title/tt5929754/
Elizabeth Chomko,Hilary Swank,Michael Shannon,Robert Forster,Drama,what they had,6.6,https://www.imdb.com/title/tt6662736/
Donovan Marsh,Gerard Butler,Gary Oldman,Common,Action Thriller,hunter killer,6.7,https://www.imdb.com/title/tt1846589/
David Kerr,Rowan Atkinson,Olga Kurylenko,Ben Miller,Action Adventure Comedy,johnny english strikes again,6.3,https://www.imdb.com/title/tt6921996/
Luca Guadagnino,Dakota Johnson,Tilda Swinton,Mia Goth,Horror Fantasy,suspiria,6.9,https://www.imdb.com/title/tt1034415/
David G. Evans,Sarah Drew,Justin Bruening,Jason George,Drama War,indivisible,6.9,https://www.imdb.com/title/tt6512428/
David McCracken,Mike C. Nelson,Jenni Melear,David McCracken,Action Drama Thriller,bullitt county,5.3,https://www.imdb.com/title/tt6140148/
Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Drama Music,bohemian rhapsody,8,https://www.imdb.com/title/tt1727824/
"Lasse Hallstrýýýýýýýým, Joe Johnston",Keira Knightley,Mackenzie Foy,Eugenio Derbez,Fantasy Adventure Family,the nutcracker and the four realms,6.1,https://www.imdb.com/title/tt5523010/
Tyler Perry,Tiffany Haddish,Tika Sumpter,Omari Hardwick,Drama Comedy,nobody's fool,6.2,https://www.imdb.com/title/tt0110684/
Joel Edgerton,Lucas Hedges,Nicole Kidman,Russell Crowe,Drama,boy erased,7.1,https://www.imdb.com/title/tt7008872/
Matthew Heineman,Rosamund Pike,Jamie Dornan,Stanley Tucci,Drama War,a private war,6.9,https://www.imdb.com/title/tt2368254/
Joseph Kahn,Calum Worthy,Jackie Long,Rory Uphold,Drama Comedy Music,bodied,7.6,https://www.imdb.com/title/tt5883570/
Jason Reitman,Hugh Jackman,Vera Farmiga,J. K. Simmons,Drama History,the front runner,6,https://www.imdb.com/title/tt7074886/
"Yarrow Cheney, Scott Mosier",Benedict Cumberbatch,Rashida Jones,Kenan Thompson,Animation Family Comedy Fantasy,the grinch,6.8,https://www.imdb.com/title/tt0170016/
Fede Alvarez,Claire Foy,Sverrir Gudnason,Lakeith Stanfield,Action Crime Thriller Drama,the girl in the spider's web,6.1,https://www.imdb.com/title/tt5177088/
Julius Avery,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Horror War Science Fiction,overlord,6.7,https://www.imdb.com/title/tt4530422/
Joel and Ethan Coen,Tim Blake Nelson,Zoe Kazan,Liam Neeson,Comedy Drama Western,the ballad of buster scruggs,7.2,https://www.imdb.com/title/tt6412452/
Daniel Fabelo & Matt Hullum,Gavin Free,Michael Jones,Burnie Burns,Science Fiction Action Adventure Comedy,lazer team 2,6,https://www.imdb.com/title/tt6730898/
James Nunn,"Chuck Norris (edited); Mike ""The Miz"" Mizanin",Shawn Michaels,Becky Lynch,Action Drama,the marine 6: close quarters,7,https://www.imdb.com/title/tt7668724/
Josh Webber, Shaun Cairo ,Jo Marie Payton,Gary Leroi Gray,Drama Thriller,conundrum: secrets among friends,,https://www.imdb.com/title/tt7251692/
David Yates,Eddie Redmayne,Katherine Waterston,Dan Fogler,Adventure Fantasy Drama,fantastic beasts: the crimes of grindelwald,6.9,https://www.imdb.com/title/tt4123430/
Steve McQueen,Viola Davis,Michelle Rodriguez,Elizabeth Debicki,Crime Thriller,widows,6.5,https://www.imdb.com/title/tt4218572/
Sean Anders,Mark Wahlberg,Rose Byrne,Isabela Moner,Comedy Drama,instant family,7.6,https://www.imdb.com/title/tt7401588/
"Rich Moore, Phil Johnston",John C. Reilly,Sarah Silverman,Gal Gadot,Family Animation Comedy Adventure,ralph breaks the internet,7.3,https://www.imdb.com/title/tt5848272/
Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Drama,creed ii,6.9,https://www.imdb.com/title/tt6343314/
Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,Drama Comedy,green book,8.3,https://www.imdb.com/title/tt6966692/
Otto Bathurst,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Adventure Action Thriller,robin hood,5.9,https://www.imdb.com/title/tt4532826/
Alfonso Cuarýýýýýýýýn,Yalitza Aparicio,Marina de Tavira,Fernando Grediaga,Drama,roma,7.7,https://www.imdb.com/title/tt0384766/
Yorgos Lanthimos,Olivia Colman,Emma Stone,Rachel Weisz,Drama History Comedy,the favourite,7.6,https://www.imdb.com/title/tt5083738/
Andy Serkis,Rohan Chand,Christian Bale,Cate Blanchett,Adventure Drama,mowgli: legend of the jungle,6.6,https://www.imdb.com/title/tt2388771/
Diederik van Rooijen, Shay Mitchell,Grey Damon,Kirby Johnson,Horror Drama,the possession of hannah grace,5.5,https://www.imdb.com/title/tt5734576/
John McPhail,Ella Hunt,Malcolm Cumming,Marli Siu,Horror Comedy Fantasy,anna and the apocalypse,6.1,https://www.imdb.com/title/tt6433880/
Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Drama,capernaum,8.3,https://www.imdb.com/title/tt8267604/
Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,Drama History,mary queen of scots,6.6,https://www.imdb.com/title/tt2328900/
Peter Hedges,Lucas Hedges,Julia Roberts,Kathryn Newton,Drama,ben is back,6.6,https://www.imdb.com/title/tt7545524/
"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore,Jake Johnson,Hailee Steinfeld,Action Adventure Animation Science Fiction Comedy,spider-man: into the spider-verse,8.4,https://www.imdb.com/title/tt4633694/
Christian Rivers,Hugo Weaving,Hera Hilmar,Robert Sheehan,Adventure Fantasy,mortal engines,6.1,https://www.imdb.com/title/tt1571234/
Clint Eastwood,Clint Eastwood,Bradley Cooper,Laurence Fishburne,Crime Drama Thriller,the mule,6.7,https://www.imdb.com/title/tt7959026/
Barry Jenkins,Kiki Layne,Stephan James,Teyonah Parris,Drama Romance,if beale street could talk,7.1,https://www.imdb.com/title/tt7125860/
Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,Fantasy Family Comedy,mary poppins returns,6.5,https://www.imdb.com/title/tt5028340/
James Wan,Jason Momoa,Amber Heard,Willem Dafoe,Action Adventure Fantasy,aquaman,6.9,https://www.imdb.com/title/tt1477834/
Travis Knight,Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,Action Adventure Science Fiction,bumblebee,6.6,https://www.imdb.com/title/tt4701182/
Robert Zemeckis,Steve Carell,Leslie Mann,Diane Kruger,Drama Comedy Fantasy,welcome to marwen,6.6,https://www.imdb.com/title/tt3289724/
Peter Segal,Jennifer Lopez,Leah Remini,Vanessa Hudgens,Romance Comedy,second act,6.2,https://www.imdb.com/title/tt2126357/
Paweýýýýýýýý Pawlikowski,Joanna Kulig,Tomasz Kot,Agata Kulesza,Comedy Romance,cold war,8.1,https://www.imdb.com/title/tt6543652/
Etan Cohen,Will Ferrell,John C. Reilly,Rebecca Hall,Mystery Adventure Comedy Crime,holmes & watson,4.3,https://www.imdb.com/title/tt1255919/
Adam McKay,Christian Bale,Amy Adams,Steve Carell,Thriller Science Fiction Action Adventure,vice,4.3,https://www.imdb.com/title/tt1759761/
Mimi Leder,Felicity Jones,Armie Hammer,Justin Theroux,Drama History,on the basis of sex,7.3,https://www.imdb.com/title/tt4669788/
Karyn Kusama,Nicole Kidman,Sebastian Stan,Toby Kebbell,Thriller Crime Drama Action,destroyer,5.9,https://www.imdb.com/title/tt7137380/
David Slade,Fionn Whitehead,Will Poulter,Asim Chaudhry,Science Fiction Mystery Drama Thriller TV Movie,black mirror: bandersnatch,6.9,https://www.imdb.com/title/tt9495224/
James Cameron,CCH Pounder,Joel David Moore,Wes Studi,Action Adventure Fantasy Sci-Fi,avatar,7.5,https://www.imdb.com/title/tt0417299/
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: at world's end,7.2,https://www.imdb.com/title/tt0449088/
Sam Mendes,Christoph Waltz,Rory Kinnear,Stephanie Sigman,Action Adventure Thriller,spectre,6.5,https://www.imdb.com/title/tt2379713/
Christopher Nolan,Tom Hardy,Christian Bale,Joseph Gordon-Levitt,Action Thriller,the dark knight rises,7.7,https://www.imdb.com/title/tt1345836/
Andrew Stanton,Daryl Sabara,Samantha Morton,Polly Walker,Action Adventure Sci-Fi,john carter,6.2,https://www.imdb.com/title/tt0401729/
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Romance,spider-man 3,6.2,https://www.imdb.com/title/tt0413300/
Nathan Greno,Brad Garrett,Donna Murphy,M.C. Gainey,Adventure Animation Comedy Family Fantasy Musical Romance,tangled,7.6,https://www.imdb.com/title/tt0398286/
Joss Whedon,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,Action Adventure Sci-Fi,avengers: age of ultron,7.3,https://www.imdb.com/title/tt2395427/
David Yates,Alan Rickman,Daniel Radcliffe,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the half-blood prince,7.7,https://www.imdb.com/title/tt0417741/
Zack Snyder,Henry Cavill,Lauren Cohan,Alan D. Purwin,Action Adventure Sci-Fi,batman v superman: dawn of justice,5.9,https://www.imdb.com/title/tt2975590/
Bryan Singer,Kevin Spacey,Marlon Brando,Frank Langella,Action Adventure Sci-Fi,superman returns,5.6,https://www.imdb.com/title/tt0348150/
Marc Forster,Giancarlo Giannini,Mathieu Amalric,Rory Kinnear,Action Adventure,quantum of solace,6.3,https://www.imdb.com/title/tt0830515/
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: dead man's chest,7.3,https://www.imdb.com/title/tt0383574/
Gore Verbinski,Johnny Depp,Ruth Wilson,Tom Wilkinson,Action Adventure Western,the lone ranger,6,https://www.imdb.com/title/tt1210819/
Zack Snyder,Henry Cavill,Christopher Meloni,Harry Lennix,Action Adventure Fantasy Sci-Fi,man of steel,6.5,https://www.imdb.com/title/tt0770828/
Andrew Adamson,Peter Dinklage,Pierfrancesco Favino,Damiýýýýýýýýn Alcýýýýýýýýzar,Action Adventure Family Fantasy,the chronicles of narnia: prince caspian,6.6,https://www.imdb.com/title/tt0499448/
Joss Whedon,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,Action Adventure Sci-Fi,the avengers,7.7,https://www.imdb.com/title/tt0848228/
Rob Marshall,Johnny Depp,Sam Claflin,Stephen Graham,Action Adventure Fantasy,pirates of the caribbean: on stranger tides,6.5,https://www.imdb.com/title/tt1298650/
Barry Sonnenfeld,Will Smith,Michael Stuhlbarg,Nicole Scherzinger,Action Adventure Comedy Family Fantasy Sci-Fi,men in black 3,6.5,https://www.imdb.com/title/tt1409024/
Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,Adventure Fantasy,the hobbit: the battle of the five armies,7.3,https://www.imdb.com/title/tt2310332/
Marc Webb,Emma Stone,Andrew Garfield,Chris Zylka,Action Adventure Fantasy,the amazing spider-man,6.6,https://www.imdb.com/title/tt0948470/
Peter Jackson,Aidan Turner,Adam Brown,James Nesbitt,Adventure Fantasy,the hobbit: the desolation of smaug,7.6,https://www.imdb.com/title/tt1170358/
Chris Weitz,Christopher Lee,Eva Green,Kristin Scott Thomas,Adventure Family Fantasy,the golden compass,6,https://www.imdb.com/title/tt0385752/
Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,Action Adventure Drama Romance,king kong,6.8,https://www.imdb.com/title/tt0074751/
James Cameron,Leonardo DiCaprio,Kate Winslet,Gloria Stuart,Drama Romance,titanic,7.9,https://www.imdb.com/title/tt0120338/
Anthony Russo,Robert Downey Jr.,Scarlett Johansson,Chris Evans,Action Adventure Sci-Fi,captain america: civil war,7.4,https://www.imdb.com/title/tt3498820/
Peter Berg,Liam Neeson,Alexander Skarsgýýýýýýýýrd,Tadanobu Asano,Action Adventure Sci-Fi Thriller,battleship,5.7,https://www.imdb.com/title/tt1440129/
Colin Trevorrow,Bryce Dallas Howard,Judy Greer,Omar Sy,Action Adventure Sci-Fi Thriller,jurassic world,6.6,https://www.imdb.com/title/tt0369610/
Sam Mendes,Albert Finney,Helen McCrory,Rory Kinnear,Action Adventure Thriller,skyfall,7.2,https://www.imdb.com/title/tt1074638/
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man 2,7.1,https://www.imdb.com/title/tt0316654/
Shane Black,Robert Downey Jr.,Jon Favreau,Don Cheadle,Action Adventure Sci-Fi,iron man 3,6.9,https://www.imdb.com/title/tt1300854/
Tim Burton,Johnny Depp,Alan Rickman,Anne Hathaway,Adventure Family Fantasy,alice in wonderland,7.2,https://www.imdb.com/title/tt1014759/
Brett Ratner,Hugh Jackman,Kelsey Grammer,Daniel Cudmore,Action Adventure Fantasy Sci-Fi Thriller,x-men: the last stand,6.4,https://www.imdb.com/title/tt0376994/
Dan Scanlon,Steve Buscemi,Tyler Labine,Sean Hayes,Adventure Animation Comedy Family Fantasy,monsters university,7,https://www.imdb.com/title/tt1453405/
Michael Bay,Glenn Morshower,Kevin Dunn,Ramon Rodriguez,Action Adventure Sci-Fi,transformers: revenge of the fallen,6.1,https://www.imdb.com/title/tt1055369/
Michael Bay,Bingbing Li,Sophia Myles,Kelsey Grammer,Action Adventure Sci-Fi,transformers: age of extinction,5.9,https://www.imdb.com/title/tt2109248/
Sam Raimi,Tim Holmes,Mila Kunis,James Franco,Adventure Family Fantasy,oz the great and powerful,5.9,https://www.imdb.com/title/tt1623205/
Marc Webb,Emma Stone,Andrew Garfield,B.J. Novak,Action Adventure Fantasy Sci-Fi,the amazing spider-man 2,6.4,https://www.imdb.com/title/tt1872181/
Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,Action Adventure Sci-Fi,tron: legacy,6.4,https://www.imdb.com/title/tt1104001/
John Lasseter,Joe Mantegna,Thomas Kretschmann,Eddie Izzard,Adventure Animation Comedy Family Sport,cars 2,6,https://www.imdb.com/title/tt1216475/
Martin Campbell,Ryan Reynolds,Temuera Morrison,Taika Waititi,Action Adventure Sci-Fi,green lantern,5.2,https://www.imdb.com/title/tt1133985/
Lee Unkrich,Tom Hanks,John Ratzenberger,Don Rickles,Adventure Animation Comedy Family Fantasy,toy story 3,7.8,https://www.imdb.com/title/tt0435761/
McG,Christian Bale,Bryce Dallas Howard,Common,Action Adventure Sci-Fi,terminator salvation,6,https://www.imdb.com/title/tt0438488/
James Wan,Jason Statham,Paul Walker,Vin Diesel,Action Crime Thriller,furious 7,7.3,https://www.imdb.com/title/tt2820852/
Marc Forster,Peter Capaldi,Brad Pitt,Mireille Enos,Action Adventure Horror Sci-Fi Thriller,world war z,6.8,https://www.imdb.com/title/tt0816711/
Bryan Singer,Jennifer Lawrence,Peter Dinklage,Hugh Jackman,Action Adventure Fantasy Sci-Fi Thriller,x-men: days of future past,7.5,https://www.imdb.com/title/tt1877832/
J.J. Abrams,Benedict Cumberbatch,Bruce Greenwood,Noel Clarke,Action Adventure Sci-Fi,star trek into darkness,7.3,https://www.imdb.com/title/tt1408101/
Bryan Singer,Eddie Marsan,Ewen Bremner,Ralph Brown,Adventure Fantasy,jack the giant slayer,5.7,https://www.imdb.com/title/tt1351685/
Baz Luhrmann,Leonardo DiCaprio,Elizabeth Debicki,Steve Bisley,Drama Romance,the great gatsby,7.4,https://www.imdb.com/title/tt1343092/
Mike Newell,Jake Gyllenhaal,Richard Coyle,Reece Ritchie,Action Adventure Fantasy Romance,prince of persia: the sands of time,6.2,https://www.imdb.com/title/tt0473075/
Guillermo del Toro,Charlie Hunnam,Clifton Collins Jr.,Larry Joe Campbell,Action Adventure Sci-Fi,pacific rim,6.8,https://www.imdb.com/title/tt1663662/
Michael Bay,Glenn Morshower,Lester Speight,Kevin Dunn,Action Adventure Sci-Fi,transformers: dark of the moon,6.1,https://www.imdb.com/title/tt1399103/
Steven Spielberg,Harrison Ford,Ray Winstone,Jim Broadbent,Action Adventure Fantasy,indiana jones and the kingdom of the crystal skull,5.9,https://www.imdb.com/title/tt0367882/
Peter Sohn,A.J. Buckley,Jack McGraw,Peter Sohn,Adventure Animation Comedy Family Fantasy,the good dinosaur,6.8,https://www.imdb.com/title/tt1979388/
Mark Andrews,Kelly Macdonald,John Ratzenberger,Julie Walters,Adventure Animation Comedy Family Fantasy,brave,7,https://www.imdb.com/title/tt1217209/
Justin Lin,Sofia Boutella,Melissa Roxburgh,Lydia Wilson,Action Adventure Sci-Fi Thriller,star trek beyond,6.8,https://www.imdb.com/title/tt2660888/
